relative_path,bytes,sha256
P2/outputs/county_spatial/selected_county_spatial_model.csv,836,67CD02942D467836EC0B599EA499433F7571B2949279EC0AB5721B53695F28BE
P2/outputs/county_spatial/selected_county_spatial_profiles.csv,3097,6DDD10E6B243FCF4EAF5F5C8538FA3E171C9CF689581DBE7D6DBA6F48EB5CCCB
P2/outputs/diagnostics/all_county_fps_burden_morans_i.csv,211,95979F3899135F8CA62D4D8AB69B29B4FA67FEB64E0645305B1FE375BED4ABCE
P2/outputs/diagnostics/county_algorithm_identical_input_audit.csv,772,10AF62E8CAD87A70BD373A6FDF3EFF03511E1DCB98CBCAC0B0FB6B4BCCBE1AD3
P2/outputs/diagnostics/county_conventional_common_resampling_ari.png,285868,6FFE10D3AB9964BB8FEA52D104C26E3B14927AA252F6D261C7CC5E429A8EB900
P2/outputs/diagnostics/county_conventional_common_resampling_runs.csv,11529,527196AE746DE4831A41DEE7ED712EF1E6FAE9DE9DAC9E53D5EDBE3D1120192E
P2/outputs/diagnostics/county_conventional_model_selection_rankings.csv,20135,C92FD2BA91DA46DEA6107F897A1B9B9A15FF8FD4B806F59AFDD22B4ECF7CF320
P2/outputs/diagnostics/county_conventional_selection_weight_sensitivity.csv,1826,92CD17A49F535EB06B0129A3A94DF9DB486A700392C3090EFA37788D4E14F269
P2/outputs/diagnostics/county_conventional_vs_spatial_diagnostics.png,398472,94395C6FEA1D1530571B369812C5499576FEEBB0E20DE709706751AF8F978636
P2/outputs/diagnostics/county_spatial_model_selection_rankings.csv,11876,85FCEAD014A1F8222F5DE4C82DE64044DF8259D6769DCF3B1CD4074995F9A52A
P2/outputs/diagnostics/county_spatial_selection_weight_sensitivity.csv,1421,07092DC867B94ABEFAD3F27B71ABD61753861CCF7DB54E65B3206BFBF9FA4DF8
P2/outputs/diagnostics/incident_common_resampling_ari.png,133788,88CDFEDF05647CD696B53A018363F89CE5F4007F0D8D5C5D831C0108136435AA
P2/outputs/diagnostics/incident_model_selection_rankings.csv,6291,5A00C53EDF78C29604C5F0F834218878C9B531A577FB32129C6E2BA65AD047D1
P2/outputs/diagnostics/incident_pca_explained_variance.csv,203,649C191C11A8301275E7F6AF7C63BD00208F2A566B0385D30B910AE4983DF854
P2/outputs/diagnostics/incident_representative_common_resampling_runs.csv,7787,57D5F43ECFAF8AE8D8FF1B3046508DCFE81CEF466DC1F0428B4388CC92D53FED
P2/outputs/diagnostics/incident_representative_common_resampling_summary.csv,1459,7BA139AFE842AC38ADC29EDFCF65FA7F4A2B2411D901B76E6A6133AD568AD77F
P2/outputs/diagnostics/incident_selection_weight_sensitivity.csv,3644,D6B9C8F6C2B44CD01773E065382D2ABAA3771E3C850E6F05545457A76C7B9E94
P2/outputs/diagnostics/model_selection_metric_directions_and_weights.csv,7350,5432A077030D4BA69F67EDAA2BE796643E6BC046820E8BCD1E7ECE280AF366D9
P2/outputs/diagnostics/model_selection_rules.csv,811,EBB640B3F71518FB093E29EB1352F7A8CD5C4478E12BF8ADF2EB2D2D14B8797B
P2/outputs/diagnostics/model_selection_weight_sensitivity_summary.csv,955,3B558580A4C5853D3FE035C5FF2CC4CCA0592D3FDBC72CB5B7A8C838FD3D24BA
P2/outputs/full_results_interpretation.md,27074,3225A4F3DC4C1849B7C71A34D9AFBB9A0DC56B8F497B2B89EA46C1AB03D3532A
P2/outputs/incident/ahc_dendrogram_sample_2000.png,108983,FF99C1EAA74AF49139E28199AD5551776CFCB0B58BA379AB8BD18D2444A13DA9
P2/outputs/incident/ahc_grid_primary.csv,1622,554E0276231D6F9E37727FE936A36BA524CB9BF15681574BAA9A0175E8E4E867
P2/outputs/incident/ahc_grid_time_sensitivity.csv,1701,C796C73AE4F859DAB8622EF5776C65461AF7D47036609654BCA483C4D82A6BCE
P2/outputs/incident/all_incident_candidates_primary.csv,10515,ECEF44268E097736FE867C019392B74FC68264679D226DA0ADB782ED76FB317F
P2/outputs/incident/all_incident_candidates_time_sensitivity.csv,11098,4764A8969FC46173A5ACFDF88F491FDE9646140A5AB165ACE59B5232E265042C
P2/outputs/incident/hdbscan_grid_primary.csv,7550,0FD39812A28E660D688F0ECD1745ECFF52FD5126E2D7119E5023BEEB9BECE92D
P2/outputs/incident/hdbscan_grid_time_sensitivity.csv,7969,8F0771A7A05E32489EE7D6353EF41D5F7FCE53F439537D7DC727E8F39DE37847
P2/outputs/incident/hdbscan_selected_perturbation_stability.csv,720,24BBAEEC0177B2BEA6EEC4061EE05F2E8389715E13C25733FD90ECA79EE90270
P2/outputs/incident/incident_all_candidate_metrics.csv,21253,22742623371DCBE6763978B589411DF121002420852C007F86BA6B84495FD48A
P2/outputs/incident/incident_cluster_descriptive_names.csv,266,D7940882D59C64F0F309C73108F4D11B7BB82082151CE8DF2F7D91E997AB95FC
P2/outputs/incident/incident_cluster_report_interpretation_table.csv,3223,843A5D0953BA563071D800F2C6B93FFB804CE9680E71D7FAFCC474F952B932E7
P2/outputs/incident/incident_labels_all_algorithms.csv,196382,11AD61A9E282F24AB2278BFDEFD79ED5BB32BEE214B076F20E3FEF5E9479D425
P2/outputs/incident/incident_matrix_summary.csv,92,F90F52E9955C0703728CF5E94636DEB63B3E80C250FC95E071A987A24C62347B
P2/outputs/incident/incident_model_diagnostics_primary.png,376635,015CD6FD286C74CA4B1063C3C63DAE0EA908EAA0D74497468ABE1B939E1C9456
P2/outputs/incident/incident_model_diagnostics_time_sensitivity.png,358885,9AAAAA500904527086770A8F0F54D6C34AF353E74AAE1C8961463BB253272D8E
P2/outputs/incident/incident_model_selection_interpretation_table.csv,868,D06AC9080F523167338F0F9B0A3633EF169F36843DCE99A825846A64D009BF57
P2/outputs/incident/incident_profiles_all_algorithms.csv,23900,6B8DAD31DD615C6E253B15C7C67A8B611CC7DE0696D526A62C4368D2FE7BEF34
P2/outputs/incident/incident_selected_cluster_labels.csv,387739,5E5486396151373A7062E6898670E995ECF633774575594FBF1ED5BD6C885193
P2/outputs/incident/incident_winner_categorical_composition.csv,5029,5912A7026A85D07E0623C92698FA6ABA63593DDCFAEC2BBD67A9B3F6318653A4
P2/outputs/incident/incident_winner_categorical_composition.png,303588,BD653467CF550C837699F7A212C17A61F24AEEB9B1B0155BF74D71C8BA0B9631
P2/outputs/incident/incident_winner_cluster_profiles_original_units.csv,5092,40D41B0319E9FC4286E3B69D64E5F364E83A127F395F5E7F1F0F3E9893FEA061
P2/outputs/incident/incident_winner_cluster_profiles_standardized.csv,5043,B0227CF072F9A84075147832F199D4FEA2951C9B4617C93F9253757907901BCE
P2/outputs/incident/incident_winner_numeric_boxplots.png,222982,0D089D859D3C5C9FB0ED6D693ECC7652456AC8B624269D23D69931BDC66904FB
P2/outputs/incident/incident_winner_pca.png,1252347,E80930306FA9853CE5A3B7ADC0DFABE52273305FBDC0A2FD7B5991FE98A5A0FB
P2/outputs/incident/incident_winner_profile_heatmap.png,446230,8B69061BBE32DD25F40B949620015DAE9E1ADA6B5BF9F4B79948D837EF3BA96E
P2/outputs/incident/kmeans_grid_primary.csv,1641,FFAADF3724D9EBEDAF03D5D26925ADA40FF5E009ADBEC173E75253A7A939E6E6
P2/outputs/incident/kmeans_grid_time_sensitivity.csv,1726,97CF108A29645185A45851B44B9DC030742FDE44166A14253B6DF4374A482688
P2/outputs/incident/primary_vs_time_cluster_contingency.csv,87,CC1507412119B1ECB42BC48ADBE5540F26AB4F1C469D69F7204407B8C91062E3
P2/outputs/incident/primary_vs_time_sensitivity.csv,250,89C8912217A1DCC26FC1B351EE3FFF1E5D790494D1C3160E52A4682327E4459C
P2/outputs/incident/selected_incident_model_metrics.csv,3126,C3AB1CFF90CAA05D9B8F9B03772AAD8B261258C7385D797BFCB20D24C97242B8
P2/outputs/incident/selected_incident_winner_per_variant.csv,1828,D643F2FECC5DF9117C100C65F66C3EED924BFD8BEC0530E70309FF6AA22EFA4D
P2/outputs/incident/selected_models_common_nonnoise_subset_metrics.csv,841,D92A52EB3B5FCD781CDF358BC25051A0F45EB95D21D15E6D2ACA7B1A0EA844C0
P2/outputs/incident/selected_solution_per_incident_algorithm.csv,3126,C3AB1CFF90CAA05D9B8F9B03772AAD8B261258C7385D797BFCB20D24C97242B8
P2/outputs/incident/time_sensitivity_winner_cluster_profiles_original_units.csv,5059,2F8DF88B3B3FD7B41581E9ADDE0916A10FC871C0DAA835D0261C4408ADFBD2B0
P2/outputs/models/county_conventional_representative_county_ahc.joblib,76063,67A40F969327A60773486DC8CB472D01D07B6D27CB6030170725CFE5CBF31AF0
P2/outputs/models/county_conventional_representative_county_kmeans.joblib,14051,774C5B484048434C9ED7F362A01AB83B51BC878BCEF5E1E469A123B60E9236BB
P2/outputs/models/county_preprocessor_prior_5.joblib,3689,1FE0B6DB7F07335B084D50969F60E8B45D384D6114C9108268AA9130AE4D4AD7
P2/outputs/models/fps_positive_conventional_sensitivity_model.joblib,8623,886E15BFEE7F84DE8B1CA23008B06559980727C2998FE145C4F54654DC4015FB
P2/outputs/models/fps_positive_spatial_sensitivity_model.joblib,172039,B08006F4CE791C28A52A7B4AADBA12A42BF11A9231C6341E3A6C3B4BBAB4F930
P2/outputs/models/incident_preprocessor_primary.joblib,1904,4946FA6CE2F5AE0D45A1C4E7486F101EA356C626630FAC75C3EF4F813D32AE16
P2/outputs/models/incident_preprocessor_time_sensitivity.joblib,2346,9883161D504B28B6C0E69260E62E8B21B9F23E62B50EC7B0FA60BD7CBAC01820
P2/outputs/models/incident_winner_primary_KMeans.joblib,44019,CBB61C17BDEF7778F56EA5D55C4867A1828142E1F5AA88DC02C9DEF7510F2464
P2/outputs/models/incident_winner_time_sensitivity_KMeans.joblib,44115,B8D7CF947BBFA266D72989E04C38A02154F7275BED9C61772AF6A3F6A75F808C
P2/outputs/models/selected_county_conventional_model.joblib,14051,DFF02DE50E4461758A50E685D107A6DC9E3EB48A1392666FE6F4CCA13DEC1A1C
P2/outputs/models/selected_spatial_model.joblib,398831,573C4E4775FC313CBFD87ACBE867AC7857FF0BF45EE72973525CB43B7767B7A1
P2/outputs/models/spatial_representative_schc.joblib,398831,573C4E4775FC313CBFD87ACBE867AC7857FF0BF45EE72973525CB43B7767B7A1
P2/outputs/models/spatial_representative_skater.joblib,129539711,348F821D13D2530FAD5786536A942F94B4D53C78B1F4BF647A86B34815F8A97C
P2/outputs/models/spatial_winner_lower48_queen_sensitivity.joblib,395719,1FFA1507391C4DB210170E5F347AFD43181E44499AD526853EF5B5DAC49546CA
P2/outputs/output_manifest.csv,16712,609260CB86357D8312D2436FE60B91B480663C4795C05087B9A3DE9DB4A190C4
P2/outputs/p1_audit/corrected_missingness.csv,975,8D65BBF8618FB6D4B039B5D23B8CDC589F90FA6C500D7CE4F015FFD3745D4D2C
P2/outputs/p1_audit/corrected_missingness.png,271699,C88ADE19DD6BB69134D092222B52463A692053D053F87567C882B37DC0E1F680
P2/outputs/p1_audit/corrected_race_distribution.csv,274,0079F239E4BA964CD8229BA697C882A1B7D1AD909734B1E80A189C1DBDBDAE82
P2/outputs/p1_audit/corrected_race_distribution.png,144095,6CDB6CE83ECBDE2F2637D06CD20DF88ABAF68AD50083ED910A8CD3E22F44191B
P2/outputs/p1_audit/input_file_manifest.csv,360,862C10B38DEACAC2ED9AE0EABD2D1F7E299EF48DC5D23B0FC4F9FC32191FF1F8
P2/outputs/p1_audit/p1_31_variable_summary.csv,1520,40D85C0B21D7BED181B372AE63D5A85847FD032A5ADC4DC7982F82F4A1CF697D
P2/outputs/p1_audit/p1_claim_audit.csv,536,C53AFC4137013B3438AB83F1D0F2371E5EFABC9BD49A8C966B38B62DA527E4B4
P2/outputs/research_conclusion.md,4885,074091AA73D58EC516E55124B8D554A60A024B61B59F90B204795B17CB7833F6
P2/outputs/sensitivity/fps_positive_bridge_edges.csv,7784,B0D23DC2280C1AF8DC9CB025EBF715F5DB83E42F018AF2E2C99B52D839DECAF2
P2/outputs/sensitivity/fps_positive_county_assignments.csv,80920,5484597C96856A2EBD3EAC6CE382C224C3E547DFBD6C2452A9B2D20AF2735BF5
P2/outputs/sensitivity/fps_positive_graph_summary.csv,267,30FAE9504DA0714B8AB00A2002EB1DFF0BC40F15A1EB231F08F4DEE97BDC33E2
P2/outputs/sensitivity/fps_positive_representative_model_comparison.csv,725,E04E18D865897A44E3D273FBC09332E10FC3CC035AC8CF6A2C8EA69C63D2AFA5
P2/outputs/sensitivity/lower48_queen_only_sensitivity.csv,557,90D27197E8C1360988370CAF51964877CF2B6223E4172E3A0069F69A1D05EFF1
P2/outputs/sensitivity/spatial_smoothing_sensitivity_agreement.csv,630,4C3494C9B5ACAB66C0D415E08232214CCAB02DAB0CDE5A598CFF2A449B4DDABE
P2/outputs/spatial/acs_invalid_value_imputation_audit.csv,197,5A9A52C580A0565CB5DC53578CB4706CCA1F7973B3911982E87CFC66B835E5D3
P2/outputs/spatial/computational_bridge_edges.csv,784,D5E618A7C7A883A14B3DCD53E9904AC842A14361E5974CC3740079522992EF4D
P2/outputs/spatial/county_2020_context_missingness.csv,217,B49533D2C1D7C2FD5764F867CB3377A455DF7C02673AFCB153DF37ABADF229DA
P2/outputs/spatial/county_coverage_summary.csv,112,AE398C48D959F7A4788766AAE636DCA7407437EF4B4B632421ACE08720EC2B04
P2/outputs/spatial/fps_burden_morans_i.csv,211,95979F3899135F8CA62D4D8AB69B29B4FA67FEB64E0645305B1FE375BED4ABCE
P2/outputs/spatial/incident_mapping_summary.csv,94,9884B4F4935E5F247697F459D01C74AF0B03754B8216B89E3275955748F5347A
P2/outputs/spatial/incident_to_2020_county_mapping_audit.csv,1010363,E36B1311108848A528895B838D69F8BC23612EEEE9E4908952FFD2CC37A57AC3
P2/outputs/spatial/incidents_unmapped_to_2020_counties.csv,2798,C7F5CDC2D5F19753B5DB6985678E2E67E1C22D82725CF667A8B5BC55397DBB06
P2/outputs/spatial/lower48_queen_only_sensitivity.csv,557,90D27197E8C1360988370CAF51964877CF2B6223E4172E3A0069F69A1D05EFF1
P2/outputs/spatial/lower48_queen_sensitivity_exclusions.csv,37,866C17A28D61F780AD461C1407593856CBA68517257C7EE2EEBD248D98467FAC
P2/outputs/spatial/selected_spatial_cluster_labels.csv,2995570,6348D9739F6FD5B2A011A569D4A68F84CA064E75DE8BC6FD368CB08378BF32F8
P2/outputs/spatial/selected_spatial_clusters.gpkg,130351104,A129B871ECE732B27B74A28FA5B01984164F77CC2821AD33A7DD66B9A89758E9
P2/outputs/spatial/selected_spatial_clusters_map.png,1139050,001A3C8DACAB87E6F98DF817F50C8EAE135CD68AEA954917481EEB15D4261599
P2/outputs/spatial/selected_spatial_model.csv,836,67CD02942D467836EC0B599EA499433F7571B2949279EC0AB5721B53695F28BE
P2/outputs/spatial/smoothing_sensitivity_selected_model.csv,630,4C3494C9B5ACAB66C0D415E08232214CCAB02DAB0CDE5A598CFF2A449B4DDABE
P2/outputs/spatial/spatial_algorithm_winners.csv,1128,6EDB210C38A622B289FC9D80B301882738B29A7AFD70AFCB2B1510B57B5E682B
P2/outputs/spatial/spatial_all_candidate_metrics.csv,3744,A0F3E6ACDFB28FA2F6560527CAA9027BDE9CC8FE6742DFECAE4ACD652EE8FBAB
P2/outputs/spatial/spatial_cluster_descriptive_names.csv,168,518ADFD4DED3D3B0E73E3C523F75103C811DCA220A8F8E212D5705B9AEBF3E8C
P2/outputs/spatial/spatial_graph_summary.csv,93,234C641626E9E3DAE067902E1A7AECA64DE49E5E625E1B7E5A4058729BF38739
P2/outputs/spatial/spatial_labels_all_algorithms.csv,34614,5745B670A619FD8C3E476A47B9E7B500A74C9163FF73812350233AB5F42CBC1A
P2/outputs/spatial/spatial_model_diagnostics.png,297795,54CB95C670E78BADE2B452C16F4B789D7230B486155D6FBF44A9D246E0E93B06
P2/outputs/spatial/spatial_model_selection_interpretation_table.csv,568,C84772B3EB8C63652274138E0CBAB10D62EC4799B3879A319833938255346FA3
P2/outputs/spatial/spatial_profiles_all_algorithms.csv,5114,E78E01328FF73490985AD0E9C1EC3A23A86B19A2D984BB7928473C2A0131B5B7
P2/outputs/spatial/spatial_region_report_interpretation_table.csv,1290,D17B5DD919471ADD515B599887C2C9C3B6E5F0124FC4232D3F2F3C08C0D33DA9
P2/outputs/spatial/spatial_region_state_composition.csv,1517,434D9488AF11EA622DBB3D0B2CF33BA9985646AC94F62DAFF1C8BC0EAFF06B01
P2/outputs/spatial/spatial_winner_cluster_profiles_original_units.csv,3097,6DDD10E6B243FCF4EAF5F5C8538FA3E171C9CF689581DBE7D6DBA6F48EB5CCCB
P2/outputs/spatial/spatial_winner_cluster_profiles_standardized.csv,2412,9339E8D43E05F5A54D4493F2F8B2642A0F6D1188CA0EEF802A9E7F9A4CDB531E
P2/outputs/spatial/spatial_winner_profile_heatmap.png,199952,E020294B313258F6B33B0AFB66F3DCB1ED8728F28E0BE81D53BD8006606134EF
