display_record,PC1,PC2,primary_cluster,profile_name
Incident record 00049,1.486565390387888,4.995722318368627,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00050,-2.4093078604146703,-1.2273444001510239,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00051,8.548720405065005,-0.8152578757725993,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00052,1.5016994809444164,0.7104552826110471,1,"Lower-income rural, older/White-composition profile"
Incident record 00053,0.43341324625612604,1.4490891949074294,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00054,2.623635323024039,-1.7763997126319473,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00055,-0.9852488350509605,0.6181128650437452,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00056,3.0994670899815135,1.613621082540682,1,"Lower-income rural, older/White-composition profile"
Incident record 00057,1.6536920375611561,5.455111029170177,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00058,0.21038406842000437,0.341295103644492,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00059,2.779912887747638,-0.4668393728279584,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00060,-0.2885192356308307,1.1931376041592974,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00061,-0.9366342560417382,1.9281178295611292,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00062,-2.029433610664177,1.053447674285449,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00063,4.3773880653327,-0.9505857846438687,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00064,4.7353545404699675,-1.1478986139881728,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00065,-0.7431923775810743,0.8397606253911073,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00066,0.9478444002127643,-0.8134042484872241,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00067,3.063595253275489,-3.0886185284082317,1,"Lower-income rural, older/White-composition profile"
Incident record 00068,-0.24511442202980577,1.6938115854169356,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00069,1.9523989829532087,-1.2519529683291764,1,"Lower-income rural, older/White-composition profile"
Incident record 00070,3.180993842877472,-0.3197830785689463,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00071,-2.148769944761724,-0.7451910150602464,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00072,-0.07908610037483418,0.25742503796821353,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00073,1.111167274687194,1.3922788135044988,1,"Lower-income rural, older/White-composition profile"
Incident record 00074,-0.9268705500668639,-1.9714101423351404,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00075,1.455008191225819,0.9227116411515147,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00076,-1.5207161814737213,0.9714376379177349,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00077,0.008216644148453469,0.03298114310605973,1,"Lower-income rural, older/White-composition profile"
Incident record 00078,3.5259427084461037,-1.7071596482824796,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00079,1.26155304281101,-0.27298871646049244,1,"Lower-income rural, older/White-composition profile"
Incident record 00080,-1.5479082838345104,1.6124609930627205,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00081,-1.5736387672038605,0.5920821892792717,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00082,-1.217838693024368,0.3532712852322638,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00083,4.042512431473592,1.5835737062374116,1,"Lower-income rural, older/White-composition profile"
Incident record 00084,0.5372531645857396,2.637408698038912,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00085,0.39143319263443527,1.1412501829003403,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00086,0.9631654556367547,-0.8201332951967344,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00087,0.9614786834746858,-0.817756488062062,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00088,1.743344597637257,0.3603843529875427,1,"Lower-income rural, older/White-composition profile"
Incident record 00089,1.5481768471022006,3.157732455289717,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00090,3.535025463506955,-1.7266882188806034,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00091,0.5827568920522747,0.9895041586384796,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00092,2.6573745233483805,-1.189895010169809,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00093,1.6119572385717034,1.0492194553735992,1,"Lower-income rural, older/White-composition profile"
Incident record 00094,-1.1802536691512115,-1.111298738380685,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00095,-0.9794285156766301,0.6360481899918922,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00096,-0.678042088599637,0.6590200966583748,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00097,0.378502808136614,1.1289181198073721,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00098,1.9507903766522439,-1.258197094293949,1,"Lower-income rural, older/White-composition profile"
Incident record 00099,2.220590101810993,-1.5667270635614468,1,"Lower-income rural, older/White-composition profile"
Incident record 00100,1.657727416224306,1.6055288214931918,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00101,3.5896139471734885,-2.3477966971678654,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00102,1.5632033817626978,3.17047765424821,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00103,1.139832810653629,-2.4238912770722654,1,"Lower-income rural, older/White-composition profile"
Incident record 00104,-2.252911301898117,-0.3319211666357201,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00105,3.0621217038644777,0.8940980607464829,1,"Lower-income rural, older/White-composition profile"
Incident record 00106,3.537661802464425,-1.7076614612507885,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00107,2.8257588124623765,0.8435112014474919,1,"Lower-income rural, older/White-composition profile"
Incident record 00108,0.7165566899328548,-0.3307763561624535,1,"Lower-income rural, older/White-composition profile"
Incident record 00109,3.6437445421272368,0.2555030732776576,1,"Lower-income rural, older/White-composition profile"
Incident record 00110,2.4609427999670133,-1.6664691598697232,1,"Lower-income rural, older/White-composition profile"
Incident record 00111,-1.5115903101488244,0.9015875458733776,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00112,6.247898108697963,-1.1067076033647611,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00113,2.1826491066165556,1.838454949459491,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00114,3.22365034126545,-0.6838287858891108,1,"Lower-income rural, older/White-composition profile"
Incident record 00115,-1.2441434181364306,-1.192428825428415,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00116,1.8263987097301013,-0.7438775813850329,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00117,-0.9047933174155085,-0.42426573586196203,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00118,-0.4423400091371817,-2.097726833241943,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00119,1.611732547259583,0.9565378603323514,1,"Lower-income rural, older/White-composition profile"
Incident record 00120,-0.017135299078339754,-0.060418661819840895,1,"Lower-income rural, older/White-composition profile"
Incident record 00121,-0.9736409858992192,-1.2293518676029693,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00122,-3.243199051494797,0.13781538146600097,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00123,5.402320572815942,-1.871704346048925,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00124,-0.32185359928159574,2.1078115310476653,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00125,0.2221814410276751,0.3479897543778851,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00126,0.9635069393050271,2.337581689153303,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00127,0.9592022339634936,2.3351855470254024,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00128,1.4544921320462803,0.9159234247809932,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00129,1.758639168043026,-1.0672262175985345,1,"Lower-income rural, older/White-composition profile"
Incident record 00130,1.644828320267504,2.157493175784499,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00131,-0.3195279467303145,0.04801463051170489,1,"Lower-income rural, older/White-composition profile"
Incident record 00132,1.2447274907383807,-0.9853179931390159,1,"Lower-income rural, older/White-composition profile"
Incident record 00133,-1.356711406306347,1.1708662840477073,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00134,2.313199456883209,-0.4314521391697602,1,"Lower-income rural, older/White-composition profile"
Incident record 00135,1.0519937798277752,-0.15333523175754674,1,"Lower-income rural, older/White-composition profile"
Incident record 00136,-0.19627255444336686,0.08879400752569773,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00137,-0.7336256622082395,0.8421351954594557,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00138,-0.7022757785701293,-1.0217145174486646,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00139,0.5784533007138565,0.9672376030666089,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00140,1.8062187058618102,-0.7813312775880891,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00141,1.7248041505637197,0.7974929846824689,1,"Lower-income rural, older/White-composition profile"
Incident record 00142,2.081879951108408,-0.24927917952129103,1,"Lower-income rural, older/White-composition profile"
Incident record 00143,-3.2239546401260566,3.204090305992456,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00144,2.3477525046462406,0.9686497672283222,1,"Lower-income rural, older/White-composition profile"
Incident record 00145,3.9846977429478843,0.5833202384824855,1,"Lower-income rural, older/White-composition profile"
Incident record 00146,-0.7095581843739973,0.2681094515408124,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00147,0.30506898708400404,0.5491715252974483,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00148,-0.9981892355364884,-1.2095267995317809,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00149,1.4798272360365725,4.967674765659415,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00150,1.826417850800691,-0.7220450207404304,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00151,-0.5627850231297599,1.0848850439200426,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00152,5.315858760121416,2.939934289371239,1,"Lower-income rural, older/White-composition profile"
Incident record 00153,4.1233220598255516,-1.927835341091369,1,"Lower-income rural, older/White-composition profile"
Incident record 00154,1.5390477724491862,0.6352222694501083,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00155,1.439624953793699,0.9412051291446412,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00156,3.0616251293476977,-0.28079676412188403,1,"Lower-income rural, older/White-composition profile"
Incident record 00157,-1.0799356779747598,-0.9281276096946661,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00158,0.8735157680221532,1.114863885165246,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00159,0.944037393267986,-0.8394182725480587,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00160,0.5059882642529088,0.43424786138636734,1,"Lower-income rural, older/White-composition profile"
Incident record 00161,3.1886689957583387,-0.2912391765086089,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00162,0.8594880059571925,2.2706997083213336,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00163,1.5870033950802906,0.5408043799817538,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00164,-1.1419972500650486,-0.555810193945491,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00165,-2.071296232811555,-0.23426138995901113,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00166,-0.9538268686683711,1.9987594957035453,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00167,4.77911309206919,1.3825503327737316,1,"Lower-income rural, older/White-composition profile"
Incident record 00168,0.9491425240175075,-0.8319212678839538,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00169,-0.7679485540518883,0.3344961215857432,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00170,0.6004189379269023,0.8980611466295133,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00171,-0.9860939257945032,0.9526360553795002,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00172,0.26795290475561373,3.519794348437953,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00173,-0.04539002225063718,-0.6015590823822717,1,"Lower-income rural, older/White-composition profile"
Incident record 00174,1.3968573591670934,-3.3329218673912013,1,"Lower-income rural, older/White-composition profile"
Incident record 00175,-0.3277400850877823,0.14241190759929678,1,"Lower-income rural, older/White-composition profile"
Incident record 00176,0.9668570841028284,2.837533870980364,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00177,0.7822275996386914,2.9260309353983365,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00178,0.8169490463916633,2.1261042055184887,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00179,3.5304774376015473,-1.714195518200788,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00180,-0.023657069949870872,-1.0097076701247623,1,"Lower-income rural, older/White-composition profile"
Incident record 00181,1.5521797190649809,3.0871775578068927,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00182,-0.706584287396394,0.2673814668210028,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00183,2.381508751431449,-2.2071447523195498,1,"Lower-income rural, older/White-composition profile"
Incident record 00184,0.5940504148318725,-0.38017292059456775,1,"Lower-income rural, older/White-composition profile"
Incident record 00185,0.9635599410006981,2.2421243054179154,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00186,1.5857845657625533,0.5594527483887628,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00187,-1.7705200998348898,5.2242898453745585,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00188,-0.4164099992821165,-0.21300824696187884,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00189,0.39930913102116733,1.2536343956487062,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00190,3.5309615773062433,-1.7197579311046927,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00191,1.581598399177996,0.5507774444960543,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00192,-0.11304515547471299,-0.2181743368781516,1,"Lower-income rural, older/White-composition profile"
Incident record 00193,0.07470644636672837,-0.17096061518457184,1,"Lower-income rural, older/White-composition profile"
Incident record 00194,1.3542258074666231,-0.16881883709877019,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00195,4.283018884256307,2.793584464497024,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00196,-0.9719160804449413,1.2907557148079085,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00197,1.6061909459992465,0.9612594919242207,1,"Lower-income rural, older/White-composition profile"
Incident record 00198,1.4848858433004117,-0.5117342989971356,1,"Lower-income rural, older/White-composition profile"
Incident record 00199,4.712195516915012,1.9280351553118666,1,"Lower-income rural, older/White-composition profile"
Incident record 00200,-3.2446962252950913,3.1872485145389744,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00201,3.0588176670469522,-0.36033631833308827,1,"Lower-income rural, older/White-composition profile"
Incident record 00202,0.8580921359752666,0.4089381199466262,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00203,0.9501914501330442,-0.8469153218202233,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00204,0.5404073643822341,2.541860591262921,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00205,4.7325481555818065,-1.1653319552392494,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00206,3.110709926639661,-0.3027606075227296,1,"Lower-income rural, older/White-composition profile"
Incident record 00207,0.9938367548848109,2.821808187599754,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00208,2.168061426988207,-1.296257533513051,1,"Lower-income rural, older/White-composition profile"
Incident record 00209,0.5582815276920634,1.6067880418335414,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00210,-0.19523273385244874,-0.6409232749741183,1,"Lower-income rural, older/White-composition profile"
Incident record 00211,4.740427751744645,-1.152752238598494,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00212,0.5632237387991771,1.2792152516171207,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00213,3.275658152107754,0.023712553892371264,1,"Lower-income rural, older/White-composition profile"
Incident record 00214,7.8074698409371575,-0.2252246698281352,1,"Lower-income rural, older/White-composition profile"
Incident record 00215,0.5858721729858979,-1.8358343160560138,1,"Lower-income rural, older/White-composition profile"
Incident record 00216,1.6198411110781363,-0.5642847549695622,1,"Lower-income rural, older/White-composition profile"
Incident record 00217,1.302028312085256,-1.3380982613023953,1,"Lower-income rural, older/White-composition profile"
Incident record 00218,-0.2404757529211672,1.5993315671704749,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00219,0.41973731110583423,-0.42510136060895914,1,"Lower-income rural, older/White-composition profile"
Incident record 00220,-0.8648757584850458,1.172362490907439,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00221,-1.843783951798021,-0.42374234754621043,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00222,-2.2352639627725166,-0.3120372173823965,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00223,1.8960030861629142,3.2446940061024656,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00224,-2.238691438057507,-0.4168723991321264,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00225,-0.40996686694105977,-1.7180067585374184,1,"Lower-income rural, older/White-composition profile"
Incident record 00226,-1.378538711573766,1.2841614937257544,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00227,2.9854681774900698,2.0824642622448413,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00228,1.585855631401908,0.5781981656406486,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00229,0.9355426008296635,-0.8446665398278235,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00230,-3.41586074117006,-0.3328523393125944,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00231,1.570409144763036,0.5395079555165418,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00232,-0.036364489763085095,-1.2137287800207461,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00233,1.9542902012340249,-0.1083294557597497,1,"Lower-income rural, older/White-composition profile"
Incident record 00234,-0.3598563548676334,4.253095325264441,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00235,0.10565101742166358,-0.5197792469236833,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00236,1.515502604121195,0.7806514433592969,1,"Lower-income rural, older/White-composition profile"
Incident record 00237,4.755477795081929,-1.1322577984245221,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00238,-0.4015819664050039,-0.24905787373510535,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00239,1.0085534670367278,-0.5693468212653976,1,"Lower-income rural, older/White-composition profile"
Incident record 00240,4.303738589678085,0.12611808803996175,1,"Lower-income rural, older/White-composition profile"
Incident record 00241,1.8192476811227214,-0.7585128795265278,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00242,1.0729675656820767,-0.5731832284299946,1,"Lower-income rural, older/White-composition profile"
Incident record 00243,0.5110139150968023,0.7900353118574975,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00244,1.456035302943856,0.9314181086382669,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00245,-2.65210266491302,-0.39669179736857796,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00246,1.5708436869290763,0.6291343491526814,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00247,-0.782051458669164,1.588217764081864,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00248,0.45656796517492504,-0.3322568984470657,1,"Lower-income rural, older/White-composition profile"
Incident record 00249,2.3756564914448823,0.020927862492402333,1,"Lower-income rural, older/White-composition profile"
Incident record 00250,0.3418814495636327,0.8530287332454327,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00251,2.802969935854493,0.8982717552379768,1,"Lower-income rural, older/White-composition profile"
Incident record 00252,-0.9670866004102919,-1.6296914356740375,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00253,-1.61376035524316,0.49711217823511766,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00254,-0.8840699369356089,1.5944867162886043,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00255,-0.7473274228779279,0.3477562983080548,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00256,-0.1959846331092808,-0.6050630170085888,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00257,0.9315881771600755,-0.8611002739927511,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00258,4.744001220993473,-1.1526694974396252,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00259,1.6377515961913316,2.1855479002680904,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00260,0.5704327224035043,1.307914659279909,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00261,1.6503197591140952,-2.9992899891456286,1,"Lower-income rural, older/White-composition profile"
Incident record 00262,1.703527741568359,-0.6627708180136342,1,"Lower-income rural, older/White-composition profile"
Incident record 00263,1.3477038484896975,-0.20383696937368456,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00264,3.7518066829087937,2.574871489936714,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00265,1.5843400173691113,0.5626589828204022,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00266,-2.2491168794228122,-0.3893315078313136,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 00267,0.02256253699298281,-1.016309573229394,1,"Lower-income rural, older/White-composition profile"
Incident record 00268,0.4035180609051517,-1.9619350955016452,1,"Lower-income rural, older/White-composition profile"
Incident record 00269,-0.338101656671002,-1.5278936547784192,1,"Lower-income rural, older/White-composition profile"
Incident record 00270,1.9762591188680885,0.5754861794558619,1,"Lower-income rural, older/White-composition profile"
Incident record 00271,1.5211090313994837,-1.1046962846990198,1,"Lower-income rural, older/White-composition profile"
Incident record 00272,4.01028344706944,-1.2547381078758546,1,"Lower-income rural, older/White-composition profile"
Incident record 00273,0.12051650324552761,-0.2524059966338499,1,"Lower-income rural, older/White-composition profile"
Incident record 00274,0.3149933173067777,0.7896805236288685,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00275,1.6144745076180589,2.2732869226909687,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00276,0.5681573134270506,0.8705877424501517,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 00277,4.627901116532451,0.9300733391628049,1,"Lower-income rural, older/White-composition profile"
Incident record 00278,0.07092500580964253,-0.20550784874425793,1,"Lower-income rural, older/White-composition profile"
Incident record 00279,1.6478070395348812,1.604860336477203,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 00280,1.7418645138128461,0.540784900692293,1,"Lower-income rural, older/White-composition profile"
